chr	start	end	gene_id	gene_length
chr13	28820021	29505947	MTUS2	685926
chr13	29476515	29490105	MTUS2-AS1	13590
chr13	29239379	29250554	MTUS2-AS2	11175
chr1	155208695	155213824	MTX1	5129
chr1	155230975	155234325	MTX1LP	3350
chr2	176269395	176338025	MTX2	68630
chr7	125344969	125345377	MTX2P1	408
chr5	79976716	79991262	MTX3	14546
chr1	155185824	155192916	MUC1	7092
chr7	100969431	101018940	MUC12	49509
chr7	101014316	101064328	MUC12-AS1	50012
chr3	124905440	124953819	MUC13	48379
chr11	26559032	26572263	MUC15	13231
chr19	8848844	9010390	MUC16	161546
chr7	101020072	101058859	MUC17	38787
chr12	40393395	40570832	MUC19	177437
chr11	1074875	1110511	MUC2	35636
chr3	195720884	195741123	MUC20	20239
chr3	195635709	195739964	MUC20-OT1	104255
chr3	195614947	195620233	MUC20P1	5286
chr6	30983718	30989903	MUC21	6185
chr6	31010474	31035402	MUC22	24928
chr7	100949422	100968348	MUC3A	18926
chr3	195746765	195811973	MUC4	65208
chr11	1157953	1201138	MUC5AC	43185
chr11	1223066	1262172	MUC5B	39106
chr11	1242261	1249676	MUC5B-AS1	7415
chr11	1012823	1036718	MUC6	23895
chr4	70430492	70482997	MUC7	52505
chr12	54830518	54896008	MUCL1	65490
chr6	30940973	30954221	MUCL3	13248
chr1	20499445	20508151	MUL1	8706
chr9	112959134	112962261	MUPP	3127
chr11	65857126	65867653	MUS81	10527
chr9	110668779	110806558	MUSK	137779
chr3	52833114	52835019	MUSTN1	1905
chr1	45329163	45340893	MUTYH	11730
chr19	17405722	17433724	MVB12A	28002
chr9	126326815	126507041	MVB12B	180226
chr16	88651934	88663161	MVD	11227
chr12	109573255	109598125	MVK	24870
chr16	29820394	29848039	MVP	27645
chr16	29808636	29821252	MVP-DT	12616
chr21	41420020	41470071	MX1	50051
chr21	41441056	41445708	MX1-AS1	4652
chr21	41361957	41409417	MX2	47460
chr2	69897688	69942945	MXD1	45257
chr5	177301461	177312757	MXD3	11296
chr4	2247432	2262115	MXD4	14683
chr10	110207605	110287365	MXI1	79760
chr17	76672551	76711004	MXRA7	38453
chr2	161340816	161341326	MXRA7P1	510
chr1	1352689	1361777	MXRA8	9088
chr19	53864763	53878125	MYADM	13362
chr19	53847198	53870151	MYADM-AS1	22953
chr19	53869654	53876435	MYADM-AS2	6781
chr2	33722721	33728260	MYADML	5539
chr17	81939645	81947233	MYADML2	7588
chr6	135181308	135219173	MYB	37865
chr6	135195083	135195995	MYB-AS1	912
chr17	4538897	4555400	MYBBP1A	16503
chr8	66562175	66614247	MYBL1	52072
chr20	43667019	43716495	MYBL2	49476
chr12	101568353	101686181	MYBPC1	117828
chr19	50432805	50466328	MYBPC2	33523
chr11	47331406	47352702	MYBPC3	21296
chr1	203167811	203175880	MYBPH	8069
chr1	109292363	109307213	MYBPHL	14850
chr8	127735434	127742951	MYC	7517
chr1	38862493	38873378	MYCBP	10885
chr13	77042474	77327094	MYCBP2	284620
chr13	77026767	77129717	MYCBP2-AS1	102950
chr13	77080511	77081190	MYCBP2-AS2	679
chr17	50508409	50531501	MYCBPAP	23092
chr1	39895428	39902256	MYCL	6828
chr1	39882860	39899103	MYCL-AS1	16243
chr2	15938396	15947022	MYCN	8626
chr2	15918350	15943052	MYCNOS	24702
chr2	15908664	15937784	MYCNUT	29120
chr6	152697897	152724569	MYCT1	26672
chr3	38138552	38143024	MYD88	4472
chr19	4641374	4670365	MYDGF	28991
chr15	48134632	48178353	MYEF2	43721
chr11	69294129	69341682	MYEOV	47553
chr12	80716912	80719671	MYF5	2759
chr12	80707633	80709557	MYF6	1924
chr12	53299695	53307177	MYG1	7482
chr12	53298652	53300583	MYG1-AS1	1931
chr2	27896116	27897195	MYG1P1	1079
chr17	10491389	10518719	MYH1	27330
chr17	8474205	8632303	MYH10	158098
chr16	15703135	15858438	MYH11	155303
chr17	10300865	10373130	MYH13	72265
chr19	50188186	50310545	MYH14	122359
chr3	108380368	108529322	MYH15	148954
chr7	99272839	99311132	MYH16	38293
chr17	10521148	10549700	MYH2	28552
chr17	10628526	10657309	MYH3	28783
chr17	10443290	10469559	MYH4	26269
chr14	23381576	23408945	MYH6	27369
chr14	23412733	23436137	MYH7	23404
chr20	34955810	35002437	MYH7B	46627
chr17	10390322	10421950	MYH8	31628
chr22	36281279	36388010	MYH9	106731
chr22	36387774	36424052	MYH9-DT	36278
chr17	10291816	10684235	MYHAS	392419
chr2	210290150	210315174	MYL1	25024
chr7	101613330	101629296	MYL10	15966
chr16	30370332	30377991	MYL11	7659
chr18	3255429	3262261	MYL12-AS1	6832
chr18	3247481	3256260	MYL12A	8779
chr8	93849561	93850075	MYL12AP1	514
chr18	3261479	3278461	MYL12B	16982
chr15	42571927	42572433	MYL12BP1	506
chr4	184299129	184299640	MYL12BP2	511
chr6	33338978	33339495	MYL12BP3	517
chr12	110909996	111052434	MYL2	142438
chr3	46835109	46885911	MYL3	50802
chr17	47200446	47227683	MYL4	27237
chr4	673521	682033	MYL5	8512
chr12	56158345	56163496	MYL6	5151
chr12	56151966	56159647	MYL6B	7681
chr12	56150796	56158220	MYL6B-AS1	7424
chr2	208269343	208269957	MYL6BP1	614
chr21	43855890	43856342	MYL6P1	452
chr21	39488327	39488760	MYL6P2	433
chr10	65169438	65169869	MYL6P3	431
chr7	141811805	141812257	MYL6P4	452
chr17	71620978	71621436	MYL6P5	458
chr7	44138864	44143179	MYL7	4315
chr20	36541490	36551447	MYL9	9957
chr6	16129086	16151367	MYLIP	22281
chr3	123610049	123884375	MYLK	274326
chr3	123584354	123716399	MYLK-AS1	132045
chr20	31819287	31834689	MYLK2	15402
chr16	46702282	46790407	MYLK3	88125
chr6	2663629	2770330	MYLK4	106701
chr3	75328549	75339071	MYLKP1	10522
chr3	125681305	125681453	MYLKP2	148
chr9	133514586	133528612	MYMK	14026
chr6	44216926	44218236	MYMX	1310
chr3	169773377	169789716	MYNN	16339
chr5	16661907	16936288	MYO10	274381
chr17	18108756	18179802	MYO15A	71046
chr17	75587800	75626849	MYO15B	39049
chr13	108596152	109208005	MYO16	611853
chr13	109163902	109201483	MYO16-AS1	37581
chr13	109101261	109101919	MYO16-AS2	658
chr17	29071119	29180456	MYO18A	109337
chr22	25742144	26031045	MYO18B	288901
chr22	25876854	25903247	MYO18B-AS1	26393
chr17	36495118	36545884	MYO19	50766
chr12	57028517	57051198	MYO1A	22681
chr2	191245064	191425820	MYO1B	180756
chr2	191209191	191246251	MYO1B-AS1	37060
chr17	1464186	1492698	MYO1C	28512
chr17	32492522	32877192	MYO1D	384670
chr17	32627684	32686485	MYO1D-AS1	58801
chr17	32876726	32906611	MYO1D-DT	29885
chr15	59132434	59372871	MYO1E	240437
chr19	8517463	8577464	MYO1F	60001
chr7	44962662	44979813	MYO1G	17151
chr12	109347900	109455523	MYO1H	107623
chr10	25934214	26212533	MYO3A	278319
chr2	170178145	170655171	MYO3B	477026
chr2	170332085	170408564	MYO3B-AS1	76479
chr15	52307281	52529132	MYO5A	221851
chr18	49822789	50195164	MYO5B	372375
chr9	41292887	41294125	MYO5BP1	1238
chr9	62857208	62858484	MYO5BP2	1276
chr9	63761546	63762824	MYO5BP3	1278
chr15	52192309	52295815	MYO5C	103506
chr6	75749175	75919537	MYO6	170362
chr11	77128245	77215241	MYO7A	86996
chr2	127535683	127637729	MYO7B	102046
chr2	127625997	127626848	MYO7B-AS1	851
chr15	71822291	72118577	MYO9A	296286
chr19	17075728	17214537	MYO9B	138809
chr1	171635417	171652688	MYOC	17271
chr17	12665890	12768949	MYOCD	103059
chr17	12671854	12720153	MYOCD-AS1	48299
chr1	171600621	171638799	MYOCOS	38178
chr11	17719571	17722136	MYOD1	2565
chr10	93306429	93482334	MYOF	175905
chr1	203083129	203086013	MYOG	2884
chr18	3066693	3220126	MYOM1	153433
chr8	2044682	2165552	MYOM2	120870
chr1	24056035	24112190	MYOM3	56155
chr1	24066774	24083565	MYOM3-AS1	16791
chr9	34366666	34377150	MYORG	10484
chr2	207165961	207253323	MYOSLID	87362
chr2	207186401	207529820	MYOSLID-AS1	343419
chr5	137867858	137887851	MYOT	19993
chr10	73631571	73642103	MYOZ1	10532
chr4	119128431	119187789	MYOZ2	59358
chr5	150660450	150680022	MYOZ3	19572
chr5	150665584	150672486	MYOZ3-AS1	6902
chr10	68087897	68212017	MYPN	124120
chr19	45890020	45902808	MYPOP	12788
chr19	50486560	50502014	MYREM	15454
chr11	61752593	61788518	MYRF	35925
chr11	61746493	61757677	MYRF-AS1	11184
chr12	69825227	69959097	MYRFL	133870
chr3	39808914	40260321	MYRIP	451407
chr1	58643440	58700090	MYSM1	56650
chr20	64102222	64242253	MYT1	140031
chr2	1789113	2331664	MYT1L	542551
chr2	2319232	2327110	MYT1L-AS1	7878
chr15	57591900	57685364	MYZAP	93464
chr5	139387467	139390081	MZB1	2614
chr19	58561915	58573597	MZF1	11682
chr19	58558591	58605223	MZF1-AS1	46632
chr13	72708367	72727629	MZT1	19262
chr1	9780822	9781240	MZT1P1	418
chr7	139228221	139228605	MZT1P2	384
chr2	131464900	131492743	MZT2A	27843
chr2	130181737	130190729	MZT2B	8992
chr12	120018900	120019261	Metazoa_SRP	361
chr16	48538726	48620148	N4BP1	81422
chr4	40056658	40158252	N4BP2	101594
chr13	32400723	32428311	N4BP2L1	27588
chr13	32432417	32538885	N4BP2L2	106468
chr13	32504506	32509395	N4BP2L2-IT2	4889
chr5	178113167	178127034	N4BP3	13867
chr4	79225694	79326061	NAA11	100367
chr4	139301446	139420033	NAA15	118587
chr13	41311267	41377035	NAA16	65768
chr20	20017310	20033655	NAA20	16345
chr12	112026689	112109434	NAA25	82745
chr14	57390544	57415906	NAA30	25362
chr9	85941002	86026967	NAA35	85965
chr17	7856685	7885238	NAA38	28553
chr11	63938669	63957319	NAA40	18650
chr6	4189116	4189806	NAA40P1	690
chr3	113716458	113746786	NAA50	30328
chr11	56205125	56205625	NAA50P1	500
chr3	196527339	196528791	NAA50P2	1452
chr16	3443649	3486954	NAA60	43305
chr3	50296402	50299416	NAA80	3014
chr4	75910655	75941013	NAAA	30358
chr11	90131515	90192894	NAALAD2	61379
chr11	65044818	65058553	NAALADL1	13735
chr3	174438573	175810548	NAALADL2	1371975
chr3	175772971	175776333	NAALADL2-AS1	3362
chr3	175234861	175271096	NAALADL2-AS2	36235
chr3	175079307	175115295	NAALADL2-AS3	35988
chr2	190646746	190692769	NAB1	46023
chr12	57089014	57095476	NAB2	6462
chr2	191678068	191741097	NABP1	63029
chr12	56222000	56229859	NABP2	7859
chr12	56712305	56731628	NACA	19323
chr17	61590421	61591219	NACA2	798
chr4	164943290	164943937	NACA3P	647
chr8	101368910	101369550	NACA4P	640
chr7	45080437	45088969	NACAD	8532
chr8	67569416	67570078	NACAP10	662
chr10	119997086	119997709	NACAP2	623
chr4	17552117	17552752	NACAP5	635
chr5	16192088	16192709	NACAP6	621
chr6	89422099	89423048	NACAP7	949
chr12	93124063	93124543	NACAP8	480
chr19	13116468	13141147	NACC1	24679
chr19	13139617	13141147	NACC1-AS1	1530
chr9	136006537	136095289	NACC2	88752
chr1	1751232	1780544	NADK	29312
chr5	36192589	36242279	NADK2	49690
chr5	36221055	36221902	NADK2-AS1	847
chr11	71453109	71524107	NADSYN1	70998
chr16	66802874	66873256	NAE1	70382
chr4	163110073	163166913	NAF1	56840
chr22	42058334	42071198	NAGA	12864
chr2	71064344	71079808	NAGK	15464
chr17	42536241	42544449	NAGLU	8208
chr16	5024756	5034141	NAGPA	9385
chr17	44004581	44011028	NAGS	6447
chr9	128061233	128068206	NAIF1	6973
chr5	70968166	71025339	NAIP	57173
chr5	70473448	70478581	NAIPP1	5133
chr5	70094659	70128434	NAIPP2	33775
chr5	69618313	69623446	NAIPP3	5133
chr5	71102898	71128753	NAIPP4	25855
chr13	101053773	101416508	NALCN	362735
chr13	100708325	101081764	NALCN-AS1	373439
chr13	107163510	107867496	NALF1	703986
chr13	107788342	107835451	NALF1-IT1	47109
chr9	136546162	136552541	NALT1	6379
chr9	99355337	99906624	NAMA	551287
chr7	106248298	106291225	NAMPT	42927
chr7	106285199	106286326	NAMPT-AS1	1127
chr10	36521721	36524234	NAMPTP1	2513
chr5	145001853	145005789	NAMPTP2	3936
chr16	35085896	35086119	NAMPTP3	223
chr12	7787794	7799146	NANOG	11352
chr12	7765216	7774121	NANOGNB	8905
chr2	100660199	100660678	NANOGNBP1	479
chr12	132972338	132972890	NANOGNBP2	552
chr12	7892576	7898903	NANOGP1	6327
chr6	152545930	152546984	NANOGP11	1054
chr2	222452400	222453126	NANOGP2	726
chr6	53418452	53418737	NANOGP3	285
chr7	29212302	29213214	NANOGP4	912
chr9	100175178	100176054	NANOGP5	876
chr10	99788564	99789410	NANOGP6	846
chr14	91604402	91605319	NANOGP7	917
chr15	35083410	35085295	NANOGP8	1885
chr10	119029714	119033730	NANOS1	4016
chr19	45913214	45914778	NANOS2	1564
chr19	13862063	13880757	NANOS3	18694
chr20	25612935	25624014	NANP	11079
chr9	98056674	98083087	NANS	26413
chr12	76032987	76085261	NAP1L1	52274
chr11	126067539	126068601	NAP1L1P1	1062
chr3	120805866	120806745	NAP1L1P3	879
chr11	2944429	2992386	NAP1L4	47957
chr1	116532936	116534092	NAP1L4P1	1156
chr13	47763460	47764606	NAP1L4P3	1146
chr4	88695913	88697829	NAP1L5	1916
chr3	172680714	172681224	NAP1L5P1	510
chr19	47487637	47515091	NAPA	27454
chr19	47484282	47502399	NAPA-AS1	18117
chr20	23374519	23421519	NAPB	47000
chr7	103099776	103151172	NAPEPLD	51396
chr18	10525905	10552766	NAPG	26861
chr10	88699683	88700401	NAPGP1	718
chr6	30961403	30962396	NAPGP2	993
chr8	143574782	143578649	NAPRT	3867
chr19	50358472	50365830	NAPSA	7358
chr19	50333792	50344806	NAPSB	11014
chr17	82458180	82490537	NARF	32357
chr17	82476597	82477924	NARF-AS1	1327
chr17	82453181	82458521	NARF-AS2	5340
chr17	82482098	82483388	NARF-IT1	1290
chr18	57600000	57622213	NARS1	22213
chr8	62110524	62111202	NARS1P2	678
chr11	78435620	78575194	NARS2	139574
chr11	78533176	78558565	NARS2-AS1	25389
chr1	45583581	45618905	NASP	35324
chr8	60937705	60939871	NASPP1	2166
chr8	18170399	18223739	NAT1	53340
chr11	34105608	34147670	NAT10	42062
chr19	55485188	55487569	NAT14	2381
chr7	101170496	101180293	NAT16	9797
chr8	18391252	18401218	NAT2	9966
chr2	73640723	73643229	NAT8	2506
chr2	73700622	73701305	NAT8B	683
chr4	2059327	2069089	NAT8L	9762
chr17	74770522	74776384	NAT9	5862
chr17	21238870	21253410	NATD1	14540
chr8	18370607	18371484	NATP	877
chr1	201538982	201826969	NAV1	287987
chr11	19350724	20121601	NAV2	770877
chr11	20119684	20120632	NAV2-AS1	948
chr11	20029065	20049477	NAV2-AS2	20412
chr11	19978699	19981337	NAV2-AS3	2638
chr11	19510888	19524083	NAV2-AS4	13195
chr11	19502672	19507229	NAV2-AS5	4557
chr11	19380484	19385014	NAV2-IT1	4530
chr12	77324641	78213010	NAV3	888369
chr12	78052181	78091737	NAV3-AS1	39556
chr13	110615512	110639996	NAXD	24484
chr13	110613082	110616353	NAXD-AS1	3271
chr1	156591743	156609507	NAXE	17764
chr2	15166913	15561340	NBAS	394427
chr6	22133205	22222641	NBAT1	89436
chr13	34942270	35673022	NBEA	730752
chr2	203014608	203226378	NBEAL1	211770
chr3	46979666	47009707	NBEAL2	30041
chr15	20657638	20688408	NBEAP1	30770
chr2	131722417	131751584	NBEAP2	29167
chr22	15852990	15893942	NBEAP3	40952
chr15	21250180	21260147	NBEAP4	9967
chr14	19130636	19155089	NBEAP5	24453
chr14	19244904	19269380	NBEAP6	24476
chr1	19596979	19658456	NBL1	61477
chr8	89924515	90003228	NBN	78713
chr1	16562319	16613562	NBPF1	51243
chr1	146064711	146229000	NBPF10	164289
chr1	148102042	148152342	NBPF11	50300
chr1	146938324	146996202	NBPF12	57878
chr1	147099482	147124285	NBPF13P	24803
chr1	148531385	148679742	NBPF14	148357
chr1	144421390	144461676	NBPF15	40286
chr1	143595216	143635641	NBPF17P	40425
chr1	152018662	152022508	NBPF18P	3846
chr1	149475045	149556361	NBPF19	81316
chr1	145289900	145425603	NBPF20	135703
chr3	36616006	36637457	NBPF21P	21451
chr5	86282766	86296309	NBPF22P	13543
chr1	145572345	145608551	NBPF25P	36206
chr1	120723945	120842229	NBPF26	118284
chr1	21424625	21427967	NBPF2P	3342
chr1	21440099	21485005	NBPF3	44906
chr1	108222464	108244081	NBPF4	21617
chr1	108376119	108385897	NBPF5P	9778
chr1	108450282	108471920	NBPF6	21638
chr1	119834870	119844514	NBPF7P	9644
chr1	120415035	120469676	NBPF8	54641
chr1	149052186	149103591	NBPF9	51405
chr17	43170317	43211689	NBR1	41372
chr17	43125420	43153671	NBR2	28251
chr2	87455476	87767359	NCAL1	311883
chr8	101686542	102124907	NCALD	438365
chr11	112961275	113278436	NCAM1	317161
chr11	113265137	113274032	NCAM1-AS1	8895
chr11	112959275	112963488	NCAM1-AS2	4213
chr21	20998409	21543329	NCAM2	544920
chr19	19211948	19252247	NCAN	40299
chr12	6493356	6531970	NCAPD2	38614
chr7	34750253	34752053	NCAPD2P1	1800
chr11	134150113	134225504	NCAPD3	75391
chr4	17810844	17844865	NCAPG	34021
chr7	158628224	158704825	NCAPG2	76601
chr8	120635558	120638204	NCAPGP1	2646
chr15	30005205	30006430	NCAPGP2	1225
chr2	96335734	96377091	NCAPH	41357
chr22	50508213	50524780	NCAPH2	16567
chr9	97633448	97673748	NCBP1	40300
chr3	196935402	196942594	NCBP2	7192
chr3	196939877	196942534	NCBP2-AS1	2657
chr3	196942674	196943543	NCBP2AS2	869
chr17	3802158	3846246	NCBP3	44088
chr19	39196964	39201884	NCCRP1	4920
chr1	35557456	35567274	NCDN	9818
chr3	172630249	172711218	NCEH1	80969
chr7	74773975	74789376	NCF1	15401
chr7	73220583	73236006	NCF1B	15423
chr7	75156578	75172002	NCF1C	15424
chr1	183554461	183593499	NCF2	39038
chr22	36860988	36878017	NCF4	17029
chr22	36847367	36870486	NCF4-AS1	23119
chr3	136862177	136951606	NCK1	89429
chr3	136807637	136862618	NCK1-DT	54981
chr2	105744369	105894275	NCK2	149906
chr2	105846534	105857177	NCK2-AS1	10643
chr2	182909115	183038858	NCKAP1	129743
chr12	54497721	54548243	NCKAP1L	50522
chr2	132671788	133568463	NCKAP5	896675
chr2	132915557	132931494	NCKAP5-AS1	15937
chr2	133264968	133285490	NCKAP5-AS2	20522
chr2	133431666	133433897	NCKAP5-IT1	2231
chr12	49791140	49828750	NCKAP5L	37610
chr3	48673841	48686364	NCKIPSD	12523
chr2	231453531	231483641	NCL	30110
chr19	3185563	3209575	NCLN	24012
chr9	136812788	136815536	NCLP1	2748
chr1	24556076	24609328	NCMAP	53252
chr2	24490992	24770702	NCOA1	279710
chr8	70109772	70404191	NCOA2	294419
chr20	47501864	47656877	NCOA3	155013
chr10	46005085	46030669	NCOA4	25584
chr14	65879592	65881070	NCOA4P1	1478
chr4	88508591	88510403	NCOA4P2	1812
chr4	145624159	145626035	NCOA4P3	1876
chr5	139494256	139496116	NCOA4P4	1860
chr20	46060985	46089962	NCOA5	28977
chr16	49954985	49968730	NCOA5LP	13745
chr20	34689097	34825739	NCOA6	136642
chr6	125780943	125932034	NCOA7	151091
chr6	125797856	125818858	NCOA7-AS1	21002
chr17	16029065	16218185	NCOR1	189120
chr20	26103489	26113986	NCOR1P1	10497
chr17	22061961	22070538	NCOR1P2	8577
chr7	57599794	57610104	NCOR1P3	10310
chr21	9548885	9559155	NCOR1P4	10270
chr12	124324407	124567623	NCOR2	243216
chr19	54906148	54916140	NCR1	9992
chr6	41335608	41350889	NCR2	15281
chr6	31588895	31593217	NCR3	4322
chr11	17351800	17377341	NCR3LG1	25541
chr9	130172347	130237303	NCS1	64956
chr1	160343294	160358957	NCSTN	15663
chr21	27492118	27492261	NCSTNP1	143
chr1	53765460	53838560	NDC1	73100
chr18	2571520	2616635	NDC80	45115
chr16	15643267	15734691	NDE1	91424
chr13	36804198	36805302	NDE1P2	1104
chr17	8408528	8490411	NDEL1	81883
chr5	142108762	142154440	NDFIP1	45678
chr12	18358443	18358967	NDFIP1P1	524
chr13	79481155	79556077	NDFIP2	74922
chr13	79422549	79481950	NDFIP2-AS1	59401
chr15	23685400	23687305	NDN	1905
chr4	121033326	121074085	NDNF	40759
chr4	121071429	121080476	NDNF-AS1	9047
chr9	137205667	137219361	NDOR1	13694
chr8	133237175	133302022	NDRG1	64847
chr14	21016763	21071094	NDRG2	54331
chr20	36651766	36746128	NDRG3	94362
chr16	58462846	58513628	NDRG4	50782
chr5	150485648	150558211	NDST1	72563
chr5	150475517	150486187	NDST1-AS1	10670
chr10	73801910	73811963	NDST2	10053
chr4	118033579	118258634	NDST3	225055
chr4	114827763	115113876	NDST4	286113
chr2	239892450	240025743	NDUFA10	133293
chr19	5891207	5904006	NDUFA11	12799
chr12	94895297	95003748	NDUFA12	108451
chr13	100027769	100028174	NDUFA12P1	405
chr19	19515736	19529054	NDUFA13	13318
chr5	140638740	140647771	NDUFA2	9031
chr19	54102728	54109257	NDUFA3	6529
chr19	44297104	44297355	NDUFA3P1	251
chr11	68488609	68488840	NDUFA3P2	231
chr1	225964179	225964428	NDUFA3P3	249
chr15	90385814	90386063	NDUFA3P4	249
chr16	31174573	31174822	NDUFA3P6	249
chr7	10931943	10940531	NDUFA4	8588
chr12	57234903	57240715	NDUFA4L2	5812
chr1	107505203	107505448	NDUFA4P1	245
chr3	103240987	103241230	NDUFA4P2	243
chr7	123536997	123557904	NDUFA5	20907
chr11	3321862	3322202	NDUFA5P1	340
chr1	109810642	109810998	NDUFA5P10	356
chr16	47598654	47598996	NDUFA5P11	342
chr8	47164870	47165524	NDUFA5P12	654
chr8	104566086	104566429	NDUFA5P2	343
chr9	19383217	19383887	NDUFA5P3	670
chr9	35874810	35875194	NDUFA5P4	384
chr3	88601061	88601402	NDUFA5P5	341
chr12	126524248	126524626	NDUFA5P6	378
chr11	3276045	3276390	NDUFA5P8	345
chr6	86214237	86214576	NDUFA5P9	339
chr22	42085526	42090884	NDUFA6	5358
chr22	42090931	42137742	NDUFA6-DT	46811
chr19	8308768	8321382	NDUFA7	12614
chr9	122144058	122159779	NDUFA8	15721
chr10	74641410	74641776	NDUFA8P1	366
chr12	4649095	4694317	NDUFA9	45222
chr22	35897270	35898404	NDUFA9P1	1134
chr16	23581014	23596319	NDUFAB1	15305
chr6	70734503	70734962	NDUFAB1P1	459
chr15	41387218	41409403	NDUFAF1	22185
chr5	60945177	61154531	NDUFAF2	209354
chr2	20529467	20529976	NDUFAF2P1	509
chr11	130285023	130285833	NDUFAF2P2	810
chr3	49020459	49023495	NDUFAF3	3036
chr6	96889313	96897894	NDUFAF4	8581
chr15	49156329	49156847	NDUFAF4P1	518
chr7	93844789	93845308	NDUFAF4P2	519
chr3	37789921	37790445	NDUFAF4P3	524
chr1	174849667	174850168	NDUFAF4P4	501
chr20	13785007	13821580	NDUFAF5	36573
chr8	94895533	95116455	NDUFAF6	220922
chr2	37231631	37253403	NDUFAF7	21772
chr17	81239305	81241310	NDUFAF8	2005
chr14	92116119	92121978	NDUFB1	5859
chr16	1959508	1962021	NDUFB10	2513
chr15	57325472	57326447	NDUFB10P1	975
chr7	141351977	141352768	NDUFB10P2	791
chr11	92336032	92336496	NDUFB11P1	464
chr3	48181547	48181726	NDUFB1P1	179
chr1	222945725	222945900	NDUFB1P2	175
chr7	140690777	140723923	NDUFB2	33146
chr7	140695336	140697103	NDUFB2-AS1	1767
chr4	154724586	154724880	NDUFB2P1	294
chr2	201071433	201085754	NDUFB3	14321
chr3	120596303	120602507	NDUFB4	6204
chr3	67513940	67514320	NDUFB4P1	380
chr20	45388347	45388705	NDUFB4P10	358
chr14	103139675	103140069	NDUFB4P11	394
chr4	43898962	43899351	NDUFB4P12	389
chr5	59528861	59529251	NDUFB4P2	390
chr17	19840126	19840515	NDUFB4P3	389
chr2	25886964	25887206	NDUFB4P4	242
chr2	86934462	86934822	NDUFB4P5	360
chr2	112286057	112286422	NDUFB4P6	365
chr2	87968609	87968971	NDUFB4P7	362
chr1	1378666	1379032	NDUFB4P8	366
chr4	140314163	140314550	NDUFB4P9	387
chr3	179604690	179627647	NDUFB5	22957
chr4	180573464	180574027	NDUFB5P1	563
chr9	32553001	32573184	NDUFB6	20183
chr19	14566078	14572066	NDUFB7	5988
chr10	100523668	100530000	NDUFB8	6332
chr14	73631475	73632019	NDUFB8P1	544
chr17	59885015	59885552	NDUFB8P2	537
chr8	124539101	124580648	NDUFB9	41547
chr5	69349936	69350445	NDUFB9P1	509
chr7	131753746	131754252	NDUFB9P2	506
chr8	110809394	110809894	NDUFB9P3	500
chr4	139266880	139302564	NDUFC1	35684
